0010010,7,0010000
0010010,4,0012000
0010010,4,0011000
0010010,1,1010000
0010010,2,0110000
0010010,3,0010000
0010010,4,0011000
0010010,5,0010000
0010010,6,0010000
0010010,7,0010000
0010011,4,0012000
0010011,4,0012000
0010011,1,1010000
0010011,2,0110000
0010011,3,0010000
0010011,4,0011000
0010011,5,0010000
0010011,6,0010000
0010011,7,0010000
0010011,4,1012000
0010011,4,1012000
0010111,1,1010000
0010111,2,0110000
0010111,3,0010000
0010111,4,0011000
0010111,5,0010000
0010111,6,0010000
0010111,7,0010000
0010111,4,1012000
0010111,4,1012000
0011010,1,1011000
0011010,2,0111000
0011010,3,0011000
0011010,4,0011000
0011010,5,0011000
0011010,6,0011000
0011010,7,0011001
0011010,7,0011000
0011010,7,0011001
0011011,1,1011000
0011011,2,0111000
0011011,3,0011000
0011011,4,0011000
0011011,5,0011000
0011011,6,0011000
0011011,7,0011001
0011011,7,0011001
0011011,7,0011000
0100010,1,1100000
0100010,2,0100000
0100010,3,0110000
0100010,4,0101000
0100010,5,0100000
0100010,6,0100000
0100010,7,0100000
0100011,1,1100000
0100011,2,0100000
0100011,3,0110000
0100011,4,0101000
0100011,5,0100000
0100011,6,0100000
0100011,7,0100000
0100110,1,1100000
0100110,2,0100000
0100110,3,0110000
0100110,4,0101000
0100110,5,0100000
0100110,6,0100000
0100110,7,0100000
0100111,1,1100000
0100111,2,0100000
0100111,3,0110000
0100111,4,0101000
0100111,5,0100000
0100111,6,0100000
0100111,7,0100000
1010010,1,1010000
1010010,2,1110000
1010010,3,1010000
1010010,4,1011000
1010010,5,1012100
1010010,6,1010000
1010010,7,1010000
1010010,4,1011000
1010010,4,1012000
1010010,5,1010100
1010010,5,1010100
1010011,1,1010000
1010011,2,1110000
1010011,3,1010000
1010011,4,1011000
1010011,5,1010100
1010011,6,1010000
1010011,7,1010000
1010011,4,1011000
1010011,4,1012000
1011010,1,1011000
1011010,2,1111000
1011010,3,1011000
1011010,4,1011000
1011010,5,1011100
1011010,6,1011000
1011010,7,1011001
1011010,7,1011000
1011010,7,1011001
1011011,1,1011000
1011011,2,1111000
1011011,3,1011000
1011011,4,1011000
1011011,5,1011100
1011011,6,1011000
1011011,7,1011001
1011100,1,1011100
1011100,2,1111100
1011100,3,1011100
1011100,4,1011100
1011100,5,1011100
1011100,6,1011100
1011100,7,1011101
1011100,7,1011101
1011100,7,1011100
1100010,1,1100000
1100010,2,1100000
1100010,3,1110000
1100010,4,1101000
1100010,5,1100000
1100010,6,1100000
1100010,7,1100000
1100011,1,1100000
1100011,2,1100000
1100011,3,1110000
1100011,4,1101000
1100011,5,1100000
1100011,6,1100000
1100011,7,1100000
1100110,1,1100000
1100110,2,1100000
1100110,3,1110000
1100110,4,1101000
1100110,5,1100000
1100110,6,1100000
1100110,7,1100000
1100111,1,1100000
1100111,2,1100000
1100111,3,1110000
1100111,4,1101000
1100111,5,1100000
1100111,6,1100000
1100111,7,1100000
1101010,1,1101000
1101010,2,1101000
1101010,3,1111000
1101010,4,1101000
1101010,5,1101000
1101010,6,1101000
1101010,7,1101001
1101011,1,1101000
1101011,2,1101000
1101011,3,1111000
1101011,4,1101000
1101011,5,1101000
1101011,6,1101000
1101011,7,1101000
1101110,1,1101000
1101110,2,1101000
1101110,3,1111000
1101110,4,1101000
1101110,5,1101000
1101110,6,1101000
1101110,7,1101000
1101111,1,1101000
1101111,2,1101000
1101111,3,1111000
1101111,4,1101000
1101111,5,1101000
1101111,6,1101000
1101111,7,1101000
1110010,1,1110010
1110010,2,1110010
1110010,3,1110010
1110010,4,1111010
1110010,5,1110110
1110010,6,1110110
1110010,7,1110011
1110010,4,1111011
1110010,4,1112000
1110010,7,1110011
1110010,7,1110000
1110011,1,1110010
1110011,2,1110010
1110011,3,1110010
1110011,4,1111010
1110011,5,1110110
1110011,6,1110110
1110011,7,1110011
1110011,4,0010001
1110011,4,1112010
1110011,7,1110011
1110011,7,1110010
1110110,1,1110110
1110110,2,1110110
1110110,3,1110110
1110110,4,1111110
1110110,5,1110110
1110110,6,1110110
1110110,7,1110111
1110110,7,1110111
1110110,7,1110111
1110110,4,1112110
1110110,4,1112110
1111010,1,1111010
1111010,2,1111010
1111010,3,1111010
1111010,4,1111010
1111010,5,1111110
1111010,6,1111010
1111010,7,1111011
1111010,7,1111111
1111010,7,1111011
1111010,7,1111110
1111110,1,1111110
1111110,2,1111110
1111110,3,1111110
1111110,4,1111110
1111110,5,1111110
1111110,6,1111110
1111110,7,1111111
1111110,7,1111111
1111110,7,1111111
1111110,7,1111111
1111110,7,1111111
1111110,7,1111111
1111110,7,1111111
1111110,7,1111111
0011110,1,1011000
0011110,2,0111000
0011110,3,0011000
0011110,4,0011000
0011110,5,0011000
0011110,6,0011000
0011110,7,0011001
0011110,7,0011001
0011110,7,0011000
0011111,1,1011000
0011111,2,0111000
0011111,3,0011000
0011111,4,0011000
0011111,5,0011000
0011111,6,0011000
0011111,7,0011001
0011111,7,0010001
0011111,7,0011000
0101010,1,1101000
0101010,2,0101000
0101010,3,0111000
0101010,4,0101000
0101010,5,0101000
0101010,6,0101000
0101010,7,0101000
0101010,7,0101000
0101010,7,0101000
0101010,7,0101000
0101011,1,1101000
0101011,2,0101000
0101011,3,0111000
0101011,4,0101000
0101011,5,0101000
0101011,6,0101000
0101011,7,0101000
0101011,7,0101000
0101011,7,0101000
0101011,7,0101000
0101110,1,1101100
0101110,2,0101100
0101110,3,0111100
0101110,4,0101100
0101110,5,0101100
0101110,6,0101100
0101110,7,0101100
0101111,1,1101100
0101111,2,0101100
0101111,3,0111100
0101111,4,0101100
0101111,5,0101100
0101111,6,0101100
0101111,7,0101100
1010110,1,1010100
1010110,2,1110100
1010110,3,1010100
1010110,4,1011100
1010110,5,1010100
1010110,6,1010110
1010110,7,1010101
1010110,4,1012100
1010110,4,1012100
1010110,7,1010101
1010110,7,1010101
1010110,7,1010100
1001010,1,1001000
1001010,2,1101000
1001010,3,1011000
1001010,4,1001000
1001010,5,1001000
1001010,6,1001000
1001010,2,1101000
1001010,7,1001000
1001110,1,1001000
1001110,2,1101000
1001110,3,1011000
1001110,4,1001000
1001110,5,1001000
1001110,6,1001000
1001110,2,1101000
1001110,7,1001000
1001111,1,1001000
1001111,2,1101000
1001111,3,1011000
1001111,4,1001000
1001111,5,1001000
1001111,6,1001000
1001111,7,1001000
0110010,1,1110000
0110010,2,0110000
0110010,3,0110000
0110010,4,0111000
0110010,4,0111000
0110010,4,0112000
0110010,4,0112000
0110010,5,0110000
0110010,6,0110010
0110010,6,0110010
0110010,6,0110010
0110010,6,0110000
0110010,7,0110000
0111010,1,1111010
0111010,2,0111010
0111010,3,0111010
0111010,4,0111010
0111010,5,0111010
0111010,6,0111010
0111010,7,0111010
0111010,7,0111011
0111010,7,0111011
0111010,7,0111011
1110012,1,1110010
1110012,2,1110010
1110012,3,1110010
1110012,4,1111010
1110012,4,1112010
1110012,4,1112010
1110012,5,1110110
1110012,5,1110110
1110012,5,1110010
1110012,6,1110010
1110012,7,1110010
1110012,7,1110011
1110012,7,1110011
0111110,1,1111010
0111110,2,0111010
0111110,3,0111010
0111110,4,0111010
0111110,5,0111010
0111110,6,0111010
0111110,7,0111011
0111110,7,0111011
0111110,7,0111010
0112010,1,1112010
0112010,2,0112010
0112010,3,0112010
0112010,4,0112010
0112010,5,0112010
0112010,6,0112010
0112010,7,0112011
0112010,7,0112011
0112010,7,0112011
0112010,7,0112010
0110110,1,1110010
0110110,2,0110010
0110110,3,0110010
0110110,4,0111010
0110110,4,0112010
0110110,4,0112010
0110110,5,0110010
0110110,6,0110010
0110110,7,0110011
0110110,7,0110011
0110110,7,0110011
0110110,7,0110010
0110012,1,1110000
0110012,2,0110000
0110012,3,0110000
0110012,4,0111000
0110012,4,0112000
0110012,4,0112000
0110012,5,0110000
0110012,6,0110000
0110012,7,0110000
0112110,2,0112010
0112110,3,0112010
0112110,4,0112010
0112110,5,0112010
0112110,6,0112010
0112110,7,0112011
0112110,7,0112011
0112110,7,0112010
0112110,1,1112110
1112010,2,1112010
1112010,3,1112010
1112010,4,1112010
1112010,5,1112110
1112010,6,1112010
1112010,7,1112011
1112010,7,1112011
1112010,7,1112010
1112110,1,1112110
1112110,2,1112110
1112110,3,1112110
1112110,4,1112110
1112110,5,1112110
1112110,6,1112110
1112110,7,1112111
1012001,1,1012000
1012001,2,1112000
1012001,3,1012000
1012001,4,1012000
1012001,5,1012100
1012001,6,1012000
1012001,7,1012000
1000000,1,1000000
1000000,2,1100000
1000000,3,1010000
1000000,4,1001000
1000000,4,1002000
1000000,4,1002000
1000000,5,1000000
1000000,6,1000000
1000000,7,1000000
1002000,1,1002000
1002000,2,1102000
1002000,3,1012000
1002000,4,1002000
1002000,5,1002000
1002000,6,1002000
1002000,7,1002000
1102000,1,1102000
1102000,2,1102000
1102000,3,1112000
1102000,4,1102000
1102000,5,1102000
1102000,6,1102000
1102000,7,1102000
1102000,6,1102000
1102000,6,1102000
1102000,7,1102000
1010102,1,1010102
1010102,2,1110100
1010102,3,1010102
1010102,4,1011100
1010102,4,1011100
1010102,4,1012100
1010102,5,1010102
1010102,6,1010102
1010102,7,1010102
